,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
7009,,"Marin Auto Works Inc., Mill Valley, CA 94941",Fatality,931711,Worker struck and killed by object.,,,,2015-01-10 00:00:00,"Marin Auto Works Inc., Mill Valley, CA 94941",37.897804,-122.536851
7010,,"Snelson Companies Inc., Moundsville, WV 26041",Fatality,1017249,Worker fatally crushed when idling construction vehicle rolled down slope.,,,,2015-01-10 00:00:00,"Snelson Companies Inc., Moundsville, WV 26041",39.9203526,-80.7431407
7011,,"W H Reeves & Co Inc., Evans, GA 30809",Fatality,1017454,Worker fatally crushed by fracking storage tank that fell from trailer.,,,,2015-01-10 00:00:00,"W H Reeves & Co Inc., Evans, GA 30809",33.559385,-82.09114699999999
7012,,"M Lopez Recycling, Sacarmento, CA 95815",Fatality,932028,Worker fatally shot during attempted robbery.,,,,2015-01-09 00:00:00,"M Lopez Recycling, Sacarmento, CA 95815",38.5963157,-121.4399041
7013,,"P.S. Marcato Elevator Co. Inc., New York, NY 10023",Fatality,1017245,Worker fatally crushed between basement and elevator.,,,,2015-01-09 00:00:00,"P.S. Marcato Elevator Co. Inc., New York, NY 10023",40.7494692,-73.9492084
7014,,"She's A Pistol LLC, Shawnee, KS 66203",Fatality,1017200,Gun store owner shot and killed during attempted robbery. ,,,,2015-01-09 00:00:00,"She's A Pistol LLC, Shawnee, KS 66203",39.0120189,-94.72334579999999
7015,,"Suffolk Construction Corp., Toms River, NJ 08757",Fatality,1017207,Worker killed after being caught in power transmission shaft of concrete crusher.,,,,2015-01-09 00:00:00,"Suffolk Construction Corp., Toms River, NJ 08757",39.944322,-74.2062186
7016,,"Basic Energy Services LP, Buffalo, WY  82834",Fatality,931158,Worker killed in fall from well service rig derrick.,,,,2015-01-08 00:00:00,"Basic Energy Services LP, Buffalo, WY  82834",44.3483072,-106.6989375
7017,,"Green Valley Chemical Corp., Creston, IA 50801",Fatality,1017413,Worker struck and killed when pressurized air line exploded.,,,,2015-01-08 00:00:00,"Green Valley Chemical Corp., Creston, IA 50801",41.1166421,-94.35540669999999
7018,,"Mark Ayler Sandblasting, Bakersfield, CA 93307",Fatality,931019,Worker fatally crushed between forklift and trailer.,,,,2015-01-08 00:00:00,"Mark Ayler Sandblasting, Bakersfield, CA 93307",35.2421103,-118.9761519
7019,,"NBI Construction Services, Inc., Hills, MI 48336            ",Fatality,933567,Six workers hospitalized and one killed when sand hopper caught fire.,,,,2015-01-08 00:00:00,"NBI Construction Services, Inc., Hills, MI 48336            ",42.4415622,-83.3522981
7020,,"Polydeck Screen Corporation, Tracy, CA  95304",Fatality,,Worker struck and killed by metal screen.,,,,2015-01-08 00:00:00,"Polydeck Screen Corporation, Tracy, CA  95304",37.7396513,-121.4252227
7021,,"Restaurant Depot LLC, Miami, FL 33127",Fatality,1017059,Worker struck and killed by pallet that fell from forklift.,,,,2015-01-08 00:00:00,"Restaurant Depot LLC, Miami, FL 33127",25.7955436,-80.214108
7022,,"Agalite Shower & Bath Enclosures, Pueblo, CO 81001",Fatality,1016706,Worker killed in fall from scissor lift.,,,,2015-01-07 00:00:00,"Agalite Shower & Bath Enclosures, Pueblo, CO 81001",38.279879,-104.5197553
7023,,"Riverside Construction Materials Inc., Bristol, PA 19007",Fatality,1016643,Worker fatally engulfed in dry cement when steel storage silo collapsed.,,,,2015-01-07 00:00:00,"Riverside Construction Materials Inc., Bristol, PA 19007",40.1309127,-74.82182259999999
7024,,"Yarbrough & Sons Heat n Air, Purcell, OK 73080",Fatality,,Worker on construction site killed in fall from ladder.,,,,2015-01-07 00:00:00,"Yarbrough & Sons Heat n Air, Purcell, OK 73080",35.011007,-97.36646999999999
7025,,"Aspen Construction, Inc., Phoenix, AZ 85004",Fatality,,Worker killed in fall from scissor lift.,,,,2015-01-06 00:00:00,"Aspen Construction, Inc., Phoenix, AZ 85004",33.4318107,-112.0720909
7026,,"Bel Air Fire Department Company Inc., Bel Air, MD 21014",Fatality,930847,Worker struck and killed by fire apparatus.,,,,2015-01-06 00:00:00,"Bel Air Fire Department Company Inc., Bel Air, MD 21014",39.536165,-76.34622
7027,,"Capitol Engineering Laboratories, Inc., Arcata, CA  95521                                ",Fatality,930883,Worker electrocuted when boom contacted high voltage line.,,,,2015-01-06 00:00:00,"Capitol Engineering Laboratories, Inc., Arcata, CA  95521                                ",40.9037659,-124.0688977
7028,,"Cova Concrete Corp. Bronx, NY 10459",Fatality,1017133,Worker died after being caught in rotating drive shaft of concrete pump truck.,,,,2015-01-06 00:00:00,"Cova Concrete Corp. Bronx, NY 10459",40.69192,-73.797893
7029,,"Department of Veterans Affairs, El Paso, TX 79930",Fatality,1016560,Doctor fatally shot while working at medical facility. ,,,,2015-01-06 00:00:00,"Department of Veterans Affairs, El Paso, TX 79930",31.8186091,-106.4615204
7030,,"Hail & Cotton International Group,  Springfield, TN 37172",Fatality,,Worker killed when forklift tipped over.,,,,2015-01-06 00:00:00,"Hail & Cotton International Group,  Springfield, TN 37172",36.485612,-86.889134
7031,,"North Houston Pole Line, Humble, TX 77338",Fatality,1016800,Worker struck and killed by falling utility pole.,,,,2015-01-06 00:00:00,"North Houston Pole Line, Humble, TX 77338",29.8644731,-95.36077630000001
7032,,"A & K Rentals, Inc., Owensboro, KY 42303                     ",Fatality,102502853,Worker struck and killed by cage door that fell from semi-truck.,,,,2015-01-05 00:00:00,"A & K Rentals, Inc., Owensboro, KY 42303                     ",37.7674636,-87.10779169999999
7033,,"Martin Ibarra, Houston, TX 77042",Fatality,1016583,Worker killed in fall from roof.,,,,2015-01-05 00:00:00,"Martin Ibarra, Houston, TX 77042",29.7246822,-95.5564777
7034,,"Florida United Methodist Children's Home, Orange City, FL 32763",Fatality,1017196,Worker killed in fall from skateboard.,,,,2015-01-04 00:00:00,"Florida United Methodist Children's Home, Orange City, FL 32763",28.8678707,-81.263616
7035,,"J.D. Heiskell & Co., Friona, TX 79035",Fatality,1016260,Worker fatally engulfed in grain storage bin.,,,,2015-01-04 00:00:00,"J.D. Heiskell & Co., Friona, TX 79035",34.619912,-102.747316
7036,,"Club Monaco Gaming LLC,  Renton, WA 98057 ",Fatality,102416008,Worker struck and killed by motor vehicle.,,,,2015-01-03 00:00:00,"Club Monaco Gaming LLC,  Renton, WA 98057 ",47.49427379999999,-122.2081419
7037,,"Wal-mart Stores, Inc. #5428",Fatality,,Worker killed in fall from ladder.,,,,2015-01-03 00:00:00,"Wal-mart Stores, Inc. #5428",39.90954869999999,-74.9392544
7038,,"Wel Companies Inc., Mansfield, OH 44901",Fatality,1016082,Worker struck and killed by motor vehicle. ,,,,2015-01-03 00:00:00,"Wel Companies Inc., Mansfield, OH 44901",40.7635118,-82.5135945
7039,,"G.C. Zarnas & Company Inc., Paulsboro, NJ 08066",Fatality,1016194,Worker struck and killed by pipe.,,,,2015-01-02 00:00:00,"G.C. Zarnas & Company Inc., Paulsboro, NJ 08066",39.830391,-75.2404607
7040,,"KLJ Leasing, LLC, Surprise, AZ 85388",Fatality,,Worker killed when farm tractor rolled over into pond.,,,,2015-01-02 00:00:00,"KLJ Leasing, LLC, Surprise, AZ 85388",33.6293136,-112.4117721
7041,,"Clean Fuels Inc., Daytona Beach, FL 32119",Fatality,1015991,Worker died from carbon monoxide asphyxiation after falling into pump well.,,,,2015-01-01 00:00:00,"Clean Fuels Inc., Daytona Beach, FL 32119",29.1748194,-81.0259147
7042,,"Green Group Holdings LLC, Uniontown, AL 36786",Fatality,1015961,Worker fatally crushed by bulldozer.,,,,2014-12-31 00:00:00,"Green Group Holdings LLC, Uniontown, AL 36786",32.44958039999999,-87.5141687
7043,,"J & N Interiors, Port Jefferson, NY 11777",Fatality,1015986,Worker installing sheetrock killed in fall from elevated platform.,,,,2014-12-31 00:00:00,"J & N Interiors, Port Jefferson, NY 11777",40.9466877,-73.0673099
7044,,"Prime, Inc. (Cal-Organic Farms), Thermal, CA 92274",Fatality,,Worker fatally crushed between semi-truck and loading dock.,,,,2014-12-31 00:00:00,"Prime, Inc. (Cal-Organic Farms), Thermal, CA 92274",33.6502046,-116.1292936
7045,,"Rogelio Garcia, Cave City, AR 72521",Fatality,,Worker killed in fall from roof.,,,,2014-12-31 00:00:00,"Rogelio Garcia, Cave City, AR 72521",35.9417397,-91.5484709
7046,,"City of Avalon Harbor, Avalon, CA 90704",Fatality,929648,Worker drowned while responding to distressed boat caught in storm.,,,,2014-12-30 00:00:00,"City of Avalon Harbor, Avalon, CA 90704",33.3442061,-118.3244642
7047,,"Cliffside Park Police Department, Cliffside Park, NJ 07010",Fatality,929813,Worker struck and killed by motor vehicle.,,,,2014-12-30 00:00:00,"Cliffside Park Police Department, Cliffside Park, NJ 07010",40.8214066,-73.9884665
7048,,"Emiliano Perez Ramos, Bakersfield, CA 93307",Fatality,,Worker electrocuted by energized truck.,,,,2014-12-30 00:00:00,"Emiliano Perez Ramos, Bakersfield, CA 93307",35.2421103,-118.9761519
7049,,"KCI Inc., Kansas City, MO 64119",Fatality,,Worker fatally crushed by falling rail.,,,,2014-12-30 00:00:00,"KCI Inc., Kansas City, MO 64119",39.1157882,-94.56291619999999
7050,,"Polo Masonry Builder Inc., Chicago, IL 60647",Fatality,1015985,Worker killed in fall from scaffold.,,,,2014-12-30 00:00:00,"Polo Masonry Builder Inc., Chicago, IL 60647",41.9215421,-87.70248169999999
7051,,"Reed's Boarding & Lodging LLC, Duluth, MN 55808",Fatality,,Worker killed in fall down steps.,,,,2014-12-30 00:00:00,"Reed's Boarding & Lodging LLC, Duluth, MN 55808",46.670077,-92.22790599999999
7052,,"Tony Van Roof Trucking LLC, Sedro Woolley, WA 98284                            ",Fatality,,Worker struck and killed by log truck rolling down hill.,,,,2014-12-30 00:00:00,"Tony Van Roof Trucking LLC, Sedro Woolley, WA 98284                            ",48.50389,-122.23611
7053,,"Village of Midlothian - Fire Department, Midlothian, IL 60445                       ",Fatality,928631,Worker fatally crushed by falling wall while fighting fire.,,,,2014-12-30 00:00:00,"Village of Midlothian - Fire Department, Midlothian, IL 60445                       ",32.4832136,-96.99368349999999
7054,,"Stemilt Growers LLC, Wenatchee, WA 98801                                ",Fatality,,Worker fatally crushed by hydraulic destacker mechanism.,,,,2014-12-29 00:00:00,"Stemilt Growers LLC, Wenatchee, WA 98801                                ",47.475304,-120.321629
7055,,"Elizabeth Arden Inc., Roanoke, VA 24001",Fatality,,Worker struck and killed by collapsing storage rack.,,,,2014-12-28 00:00:00,"Elizabeth Arden Inc., Roanoke, VA 24001",37.3134291,-79.89652989999999
7056,,"Michael Munion, Palm Beach, FL 33478",Fatality,1015837,Worker struck and killed by motorcycle at racing event.,,,,2014-12-28 00:00:00,"Michael Munion, Palm Beach, FL 33478",26.9531932,-80.254435
7057,,"Caleb Buckner, Raymondville, MO 65555",Fatality,,Worker struck and killed by falling tree.,,,,2014-12-27 00:00:00,"Caleb Buckner, Raymondville, MO 65555",37.3397691,-91.83404019999999
7058,,"George & Lynch Inc., Wilmington, DE 19801",Fatality,1015603,Worker struck and killed by bulldozer.,,,,2014-12-26 00:00:00,"George & Lynch Inc., Wilmington, DE 19801",39.7202585,-75.54118299999999
7059,,"Mastercorp Inc., Branson, MO 65616",Fatality,1015839,Worker killed in fall from golf truck.,,,,2014-12-26 00:00:00,"Mastercorp Inc., Branson, MO 65616",36.606973,-93.286907
7060,,"PE Stone Inc., New York, NY 10018",Fatality,1015557,Worker killed in fall from scaffold.,,,,2014-12-26 00:00:00,"PE Stone Inc., New York, NY 10018",40.7237636,-74.0050686
7061,,"Walgreens Store #4197, Las Vegas, NV  89129",Fatality,,Worker fatally shot during armed robbery.,,,,2014-12-26 00:00:00,"Walgreens Store #4197, Las Vegas, NV  89129",36.219168,-115.2794145
7062,,"Mink Heating and Electrical, Chilhowie, VA  24319",Fatality,,Worker killed in fall from ladder.,,,,2014-12-24 00:00:00,"Mink Heating and Electrical, Chilhowie, VA  24319",36.7984482,-81.6823411
7063,,"Latshaw Drilling Company LLC, Garden City, TX 79739",Fatality,1015952,Worker fatally crushed between iron roughneck and pipe. ,,,,2014-12-23 00:00:00,"Latshaw Drilling Company LLC, Garden City, TX 79739",31.8639016,-101.4811969
7064,,"Seven Seeds Farm LLC, Spring Green, WI 53588",Fatality,,Worker struck and killed by falling tree.,,,,2014-12-23 00:00:00,"Seven Seeds Farm LLC, Spring Green, WI 53588",43.0607513,-90.072532
7065,,"Stockton Police Department, Stockton, CA 95202",Fatality,928660,Worker struck and killed by motor vehicle.,,,,2014-12-23 00:00:00,"Stockton Police Department, Stockton, CA 95202",37.9512419,-121.2899708
7066,,"DBA Superior Steel Erectors, Middle River, MD 21220       ",Fatality,352430,Worker killed in fall from rafter.,,,,2014-12-22 00:00:00,"DBA Superior Steel Erectors, Middle River, MD 21220       ",39.012982,-76.48863899999999
7067,,"Champion Ballroom Academy Inc., San Diego, CA 92103                    ",Fatality,928818,Worker killed in fall down stairs.,,,,2014-12-20 00:00:00,"Champion Ballroom Academy Inc., San Diego, CA 92103                    ",32.8189201,-117.1249142
7068,,"J & S Slurry LLC, Morrisonville, WI 53571",Fatality,1015509,Worker died after being caught in rotating motor shaft. ,,,,2014-12-20 00:00:00,"J & S Slurry LLC, Morrisonville, WI 53571",43.2709121,-89.3594449
7069,,"Dan D Drilling Corporation, Coalgate, OK 74538",Fatality,1015451,Two workers killed in drilling rig flash fire.,,,,2014-12-19 00:00:00,"Dan D Drilling Corporation, Coalgate, OK 74538",34.5381481,-96.21860919999999
7070,,"JAG Express Inc., Lubbock, TX 79415",Fatality,1015663,Worker killed in fall from truck flat bed.,,,,2014-12-19 00:00:00,"JAG Express Inc., Lubbock, TX 79415",33.6863649,-101.9119871
7071,,"Kingsley Constructors Inc., Carrizon Springs, TX 78834",Fatality,1015018,Worker struck and killed by pressurized pipeline enclosure door.,,,,2014-12-19 00:00:00,"Kingsley Constructors Inc., Carrizon Springs, TX 78834",28.453042,-99.77688599999999
7072,,"McLawrence Foods of Arkansas, Camden, AR 71701",Fatality,1015428,Worker fataly shot while in route to make a deposit.,,,,2014-12-19 00:00:00,"McLawrence Foods of Arkansas, Camden, AR 71701",33.5845581,-92.8343294
7073,,"BrasUsa Construction LLC, Emerson, NJ 07630",Fatality,,Worker struck and killed by bucket attached to backhoe.,,,,2014-12-18 00:00:00,"BrasUsa Construction LLC, Emerson, NJ 07630",40.976209,-74.0262505
7074,,"Central USA Wireless, LLC., Greeneville, TN 37745",Fatality,,Worker killed in fall from cell tower.,,,,2014-12-18 00:00:00,"Central USA Wireless, LLC., Greeneville, TN 37745",36.1631574,-82.83098609999999
7075,,"Crate and Barrel, Edina, MN 55435",Fatality,,Worker killed in fall from stock room ladder.,,,,2014-12-18 00:00:00,"Crate and Barrel, Edina, MN 55435",44.8775441,-93.32610150000001
7076,,"Madison County Board of Education, Berea, KY 40403",Fatality,,Worker killed in fall from ladder.,,,,2014-12-18 00:00:00,"Madison County Board of Education, Berea, KY 40403",37.56474,-84.2910759
7077,,"Malin International Ship Repair & Drydock Inc., Galveston, TX 77550",Fatality,1014810,Worker killed in fall from ladder.,,,,2014-12-18 00:00:00,"Malin International Ship Repair & Drydock Inc., Galveston, TX 77550",29.2899247,-94.8576949
7078,,"Empire Die Casting Co Inc., Macedonia, OH 44056",Fatality,1015016,Worker killed after being crushed by a die.,,,,2014-12-17 00:00:00,"Empire Die Casting Co Inc., Macedonia, OH 44056",41.2998096,-81.5029576
7079,,"Jacksons Food Stores Inc., Notus, ID 83656",Fatality,1014318,Worker fatally shot during robbery,,,,2014-12-17 00:00:00,"Jacksons Food Stores Inc., Notus, ID 83656",43.7235178,-116.7933791
7080,,"Red River Commodities, Fargo, ND 58102",Catastrophe,1015083,Eighteen workers hospitalized for carbon monoxide exposure.,,,,2014-12-17 00:00:00,"Red River Commodities, Fargo, ND 58102",46.8816723,-96.84691120000001
7081,,"Smokin Chimney Sweep, LLC,  Edgewater, MD 21037                                                            ",Fatality,352410,Worker killed in fall through skylight.,,,,2014-12-17 00:00:00,"Smokin Chimney Sweep, LLC,  Edgewater, MD 21037                                                            ",38.9319938,-76.56674919999999
7082,,"United Suncontractors Inc. (dba Mesa Insulation Specialists), Mesa, AZ 85202      ",Fatality,,Worker struck and killed by box truck.,,,,2014-12-17 00:00:00,"United Suncontractors Inc. (dba Mesa Insulation Specialists), Mesa, AZ 85202      ",33.409449,-111.86891
7083,,"Waste Pro of Florida Inc., Midway, FL 32343",Fatality,1014989,Worker fatally crushed beneath recycling truck during servicing.,,,,2014-12-17 00:00:00,"Waste Pro of Florida Inc., Midway, FL 32343",30.49510879999999,-84.411302
7084,,"Caliber Auto Transfer of Mira Loma, Mira Loma, CA 91752",Fatality,,Worker killed in fall from ladder.,,,,2014-12-16 00:00:00,"Caliber Auto Transfer of Mira Loma, Mira Loma, CA 91752",34.007326,-117.5201161
7085,,"Crescent Electric Supply Co.,  Paradise, UT 84328                         ",Fatality,,Worker fatally shot by hunting club customer.,,,,2014-12-16 00:00:00,"Crescent Electric Supply Co.,  Paradise, UT 84328                         ",41.5688234,-111.8379975
7086,,"Highway Graphics LLC, Columbia, LA 71418",Fatality,1015088,Worker in construction zone died after being struck and killed by vehicle.,,,,2014-12-16 00:00:00,"Highway Graphics LLC, Columbia, LA 71418",32.2501964,-92.00159099999999
7087,,"Lik-Nu Porcelain, New York, NY 10017",Fatality,1015287,Worker refinishing bathtub died from exposure to Methylene Chloride.,,,,2014-12-16 00:00:00,"Lik-Nu Porcelain, New York, NY 10017",40.6285158,-73.9447994
7088,,"Double D Logging Company Inc., Tahuya, WA 98550",Fatality,,Worker struck and killed by falling tree top.,,,,2014-12-15 00:00:00,"Double D Logging Company Inc., Tahuya, WA 98550",46.9762132,-123.8889614
